date,channel,total_spend,total_impressions,total_clicks,attributed_orders,attributed_revenue,attributed_margin,promo_flag,day_of_week,week_index,roas
2025-08-27,email,16798.24,273586,3979,11.0,91516.62,38132.83,0,2,7,5.447988598805589
2025-08-27,organic,4706.49,667904,6438,8.0,75325.71,26661.140000000003,0,2,7,16.004646774985183
2025-08-27,paid_social,111496.89,599165,10910,13.0,84707.81,33432.240000000005,0,2,7,0.7597324911932521
2025-08-27,referral,24856.690000000002,86750,1814,5.0,34530.16,13446.329999999998,0,2,7,1.3891696762521477
2025-08-27,search,120581.28,538481,15371,32.0,258868.0,113011.26000000001,0,2,7,2.1468340691026
2025-08-28,email,17192.97,361920,4539,12.0,92213.4,39969.07,0,3,7,5.363436334734486
2025-08-28,organic,3835.2799999999997,735729,8158,11.0,73573.4,26430.809999999998,0,3,7,19.183319079702134
2025-08-28,paid_social,135738.88,735289,12332,15.0,67773.42,25131.800000000003,0,3,7,0.49929261240405104
2025-08-28,referral,28170.809999999998,123104,2195,6.0,34471.43,12102.8,0,3,7,1.2236577507001043
2025-08-28,search,128202.56999999999,546202,15052,26.0,166832.02000000002,70291.85,0,3,7,1.301315722453926
2025-08-29,email,16357.92,321957,3845,13.0,50741.06,22539.18,0,4,8,3.1019261617613973
2025-08-29,organic,4609.6,558140,5808,3.0,12853.029999999999,4919.78,0,4,8,2.7883178583825057
2025-08-29,paid_social,119722.24,619547,11039,17.0,70128.76000000001,25406.21,0,4,8,0.5857621775202335
2025-08-29,referral,27413.85,134817,2920,8.0,57654.47,22331.13,0,4,8,2.1031146664915727
2025-08-29,search,132968.49,572967,15210,17.0,115607.08,47955.5,0,4,8,0.8694321489249071
2025-08-30,email,19395.76,311032,3728,13.0,81818.96,34829.08,0,5,8,4.218394123251681
2025-08-30,organic,4882.1900000000005,773855,7703,9.0,55592.46000000001,19507.350000000002,0,5,8,11.386787486763113
2025-08-30,paid_social,121651.77,623005,12386,13.0,61481.09,22717.91,0,5,8,0.5053859060168215
2025-08-30,referral,29939.260000000002,125698,2543,10.0,65065.37999999999,23937.769999999997,0,5,8,2.1732460989349764
2025-08-30,search,167068.35,745937,19782,31.0,200095.09,82034.62000000001,0,5,8,1.1976840017872923
2025-08-31,email,16801.04,225707,2382,5.0,41225.649999999994,16665.57,0,6,8,2.4537558389242564
2025-08-31,organic,4856.02,569730,5855,8.0,37496.259999999995,12237.330000000002,0,6,8,7.721603288289585
2025-08-31,paid_social,160159.37,834164,15094,18.0,130237.5,48720.81,0,6,8,0.813174402471738
2025-08-31,referral,30803.48,122235,2280,4.0,22922.019999999997,8392.68,0,6,8,0.7441373507149192
2025-08-31,search,168971.71000000002,721261,19752,27.0,141278.75,59479.86,0,6,8,0.8361088965720948
2025-09-01,email,14378.01,294130,4364,10.0,65965.51,28355.03,0,0,8,4.587944367822807
2025-09-01,organic,4153.4800000000005,616346,7449,6.0,38033.11,16232.89,0,0,8,9.156926240164873
2025-09-01,paid_social,113595.7,591349,10529,10.0,40528.25,16279.16,0,0,8,0.35677626882003455
2025-09-01,referral,28778.47,124490,2542,9.0,70348.68,29114.820000000003,0,0,8,2.4444899259759114
2025-09-01,search,141818.02,642899,20210,31.0,204237.54,85226.17,0,0,8,1.4401381432345481
2025-09-02,email,16340.48,241723,2830,7.0,48627.54,19689.56,0,1,8,2.975894220977597
2025-09-02,organic,4636.78,512976,5454,3.0,12266.17,5154.95,0,1,8,2.6454069418863955
2025-09-02,paid_social,109376.98999999999,563873,9702,9.0,41899.97,14684.09,0,1,8,0.38307847016086294
2025-09-02,referral,23761.3,104515,2163,4.0,50361.35,21383.500000000004,0,1,8,2.119469473471569
2025-09-02,search,142518.58000000002,618712,17442,24.0,159340.82,68477.89,0,1,8,1.1180354168558233
2025-09-03,email,16997.65,264109,2496,14.0,124405.95,51848.84,0,2,8,7.319008804158221
2025-09-03,organic,3561.9900000000002,640779,6749,4.0,25675.62,9016.07,0,2,8,7.208223493047425
2025-09-03,paid_social,101884.83,553052,9860,10.0,71100.47,25383.080000000005,0,2,8,0.6978513876894136
2025-09-03,referral,28687.3,110675,2276,5.0,44954.86,19221.36,0,2,8,1.567064868426098
2025-09-03,search,154228.91999999998,615210,18760,24.0,163730.72999999998,70825.06,0,2,8,1.0616084843231737
2025-09-04,email,15926.91,310447,3106,7.0,44064.92,18122.84,0,3,8,2.766696113684324
2025-09-04,organic,4076.44,703624,6858,4.0,31099.9,12100.14,0,3,8,7.629181344506481
2025-09-04,paid_social,114340.73999999999,600259,10952,14.0,76967.28,28855.86,0,3,8,0.6731396001110366
2025-09-04,referral,29603.43,120364,2491,3.0,21297.36,9100.5,0,3,8,0.7194220399460468
2025-09-04,search,138165.52,602546,16937,30.0,197748.91999999998,86205.12,0,3,8,1.4312465222871813
2025-09-05,email,17442.2,294936,2939,7.0,37719.270000000004,15490.470000000001,0,4,9,2.162529382761349
2025-09-05,organic,5035.7,704358,6924,7.0,39607.08,15233.67,0,4,9,7.865258057469667
2025-09-05,paid_social,111684.77,588514,9205,12.0,77863.32,31488.63,0,4,9,0.6971704378314071
2025-09-05,referral,31389.22,113405,2057,5.0,42599.39,15610.359999999997,0,4,9,1.357134391998272
2025-09-05,search,143516.35,675022,19657,31.0,226313.68,97332.25,0,4,9,1.5769191454492815
2025-09-06,email,16996.15,233215,2937,12.0,73438.22,29842.94,0,5,9,4.320873844959005
2025-09-06,organic,4319.55,812115,7414,6.0,33356.51,11454.230000000001,0,5,9,7.722218749638273
2025-09-06,paid_social,145436.78,742390,12432,10.0,52895.58,18286.769999999997,0,5,9,0.36370153409612066
2025-09-06,referral,30039.22,93179,2268,3.0,31131.96,13828.1,0,5,9,1.0363771096586396
2025-09-06,search,174477.51,772467,20736,20.0,181890.0,78095.39,0,5,9,1.0424839281578469
2025-09-07,email,18810.88,333827,4611,15.0,99198.73,39351.24,0,6,9,5.273476307328524
2025-09-07,organic,5069.3,706358,7955,13.0,57202.42999999999,20869.95,0,6,9,11.28408853293354
2025-09-07,paid_social,169294.54,903603,18002,15.0,99594.5,35182.259999999995,0,6,9,0.5882912703504791
2025-09-07,referral,29532.27,106055,2165,3.0,21066.05,8070.350000000001,0,6,9,0.7133230869147545
2025-09-07,search,169562.49,745803,21909,35.0,250538.03,108197.7,0,6,9,1.4775557377106223
2025-09-08,email,16621.55,301797,3346,13.0,139318.66,63998.28,0,0,9,8.381809157389053
2025-09-08,organic,4542.88,636122,7388,8.0,69591.1,26267.909999999996,0,0,9,15.31871852217096
2025-09-08,paid_social,117337.32,652517,11053,12.0,85381.92,30307.420000000002,0,0,9,0.7276620942083899
2025-09-08,referral,28730.53,86422,1660,6.0,45047.0,19227.16,0,0,9,1.567913992536859
2025-09-08,search,150271.73,683052,19932,30.0,193665.4,81547.46,0,0,9,1.2887680204387078
2025-09-09,email,14928.94,267687,3046,18.0,100979.92000000001,38531.66,0,1,9,6.764038170158096
2025-09-09,organic,4001.8,617302,6429,6.0,50411.82,20850.54,0,1,9,12.59728622120046
2025-09-09,paid_social,126728.16,644620,11698,11.0,79984.75,31184.8,0,1,9,0.6311521448745093
2025-09-09,referral,27668.95,116364,2145,4.0,21877.7,7893.07,0,1,9,0.7906949848114945
2025-09-09,search,138955.38,604678,19397,28.0,167335.85,70554.70999999999,0,1,9,1.2042416061904189
2025-09-10,email,14351.99,281745,3423,13.0,67850.25,27766.92,0,2,9,4.727584815764225
2025-09-10,organic,3406.33,599840,5641,9.0,85084.61,30183.25,0,2,9,24.9783814251702
2025-09-10,paid_social,109178.94,557335,10431,17.0,111093.78,39471.21,0,2,9,1.017538547269281
2025-09-10,referral,28756.52,131045,2864,4.0,30814.73,11112.400000000001,0,2,9,1.0715736813773016
2025-09-10,search,149171.13,646086,15384,39.0,265220.74,115965.41999999998,0,2,9,1.7779629342487382
2025-09-11,email,17255.36,321436,4303,20.0,162175.03,60248.87,0,3,9,9.398530659458858
2025-09-11,organic,4174.46,637056,6200,13.0,72090.54000000001,26799.06,0,3,9,17.269428860259772
2025-09-11,paid_social,112581.81,611054,10828,22.0,130839.57,46112.68,0,3,9,1.1621732675998016
2025-09-11,referral,31668.16,134162,2725,8.0,61826.55,24495.56,0,3,9,1.9523253008700223
2025-09-11,search,149228.76,630198,14604,26.0,161948.25,72551.03,0,3,9,1.0852348434711914
2025-09-12,email,18542.67,268827,3685,17.0,121810.7,49872.54,0,4,10,6.569210367223275
2025-09-12,organic,4477.57,708960,6198,4.0,18236.18,7422.620000000001,0,4,10,4.072785015086309
2025-09-12,paid_social,143337.99,801528,15474,20.0,128832.01,41675.4,0,4,10,0.898798776235107
2025-09-12,referral,29140.3,111351,2127,5.0,41880.57,18079.29,0,4,10,1.4372044900018188
2025-09-12,search,157101.89,652736,16603,30.0,246731.75,105858.26999999999,0,4,10,1.5705205710765158
2025-09-13,email,17601.170000000002,344916,4798,19.0,156156.82,63828.73999999999,0,5,10,8.87195680741678
2025-09-13,organic,4675.28,779302,8044,10.0,77844.75,31142.019999999997,0,5,10,16.650286186068
2025-09-13,paid_social,134767.51,702342,10754,9.0,52844.09,18755.77,0,5,10,0.3921129803466725
2025-09-13,referral,32228.850000000002,112928,2460,6.0,42105.33,17321.12,0,5,10,1.306448415007051
2025-09-13,search,152510.01,648269,19346,34.0,261759.97,112562.11,0,5,10,1.7163461598356724
2025-09-14,email,18980.7,323741,3531,11.0,70729.56,31493.29,0,6,10,3.726393652499644
2025-09-14,organic,4697.92,650937,6513,9.0,68730.3,25522.809999999998,0,6,10,14.62994261290103
2025-09-14,paid_social,135982.34,729249,11993,13.0,66929.02,22414.510000000002,0,6,10,0.4921890592557828
2025-09-14,referral,32576.52,97315,1763,4.0,20014.35,9176.349999999999,0,6,10,0.6143796206592969
2025-09-14,search,171608.1,716571,21664,30.0,209064.08,96831.68,0,6,10,1.2182646390234493
2025-09-15,email,16136.86,361572,3723,15.0,120790.78,48749.78,0,0,10,7.485395547832725
2025-09-15,organic,3539.46,652533,6980,11.0,56848.659999999996,21591.300000000003,0,0,10,16.061393545908132
2025-09-15,paid_social,137664.59,728733,14106,13.0,76830.53,25643.629999999997,0,0,10,0.558099435737251
2025-09-15,referral,28071.73,121813,2383,9.0,57870.8,22297.93,0,0,10,2.0615330797211286
2025-09-15,search,173536.97999999998,731749,22655,31.0,250065.03999999998,105795.13,0,0,10,1.440989926181728
2025-09-16,email,16811.3,223597,2236,5.0,39062.34,15856.96,0,1,10,2.3235764039663795
2025-09-16,organic,4422.36,583792,6353,11.0,72068.61,26029.82,0,1,10,16.29641413182102
2025-09-16,paid_social,124588.05,650937,12632,11.0,62010.68,22642.18,0,1,10,0.497725744965107
2025-09-16,referral,29974.54,138651,2705,7.0,38721.04,13331.659999999998,0,1,10,1.2917976389295716
2025-09-16,search,140832.38,629950,18346,27.0,170773.16,73232.25,0,1,10,1.2125986935674877
2025-09-17,email,16191.94,307381,3176,14.0,87203.14,34734.24,0,2,10,5.3855893734784095
2025-09-17,organic,3931.7,568424,6958,7.0,40203.79,16399.14,0,2,10,10.225548744817765
2025-09-17,paid_social,106389.86,631726,11012,9.0,61026.77,21549.57,0,2,10,0.5736145343174621
2025-09-17,referral,28057.54,145903,3353,13.0,100540.18,37676.87,0,2,10,3.583356915823696
2025-09-17,search,145887.35,638103,19153,27.0,179555.41,75952.74,0,2,10,1.230781215780532
2025-09-18,email,16190.59,295394,3949,8.0,53405.83,21653.989999999998,0,3,10,3.2985721953307445
2025-09-18,organic,3835.32,705048,8430,10.0,59128.07,21155.26,0,3,10,15.416724028242754
2025-09-18,paid_social,122448.85,639045,10141,13.0,78051.62999999999,27624.26,0,3,10,0.6374223196052882
2025-09-18,referral,27194.93,130226,2839,9.0,55753.82,22161.809999999998,0,3,10,2.0501549369680303
2025-09-18,search,144585.87,610050,17958,28.0,206301.03,90416.73000000001,0,3,10,1.4268408800942998
2025-09-19,email,19416.7,334534,4030,20.0,122861.41,52957.05,0,4,11,6.3276154032353595
2025-09-19,organic,4014.88,682647,6334,4.0,14251.6,5306.42,0,4,11,3.549695134101144
2025-09-19,paid_social,118687.73999999999,616774,11460,15.0,75434.74,29164.600000000002,0,4,11,0.6355731434434594
2025-09-19,referral,32532.2,110930,2354,3.0,16293.09,6237.6900000000005,0,4,11,0.5008296395571157
2025-09-19,search,155440.02,701219,19796,31.0,174524.85,72348.8,0,4,11,1.1227793846140783
2025-09-20,email,20188.26,279483,3193,9.0,45598.159999999996,17771.699999999997,0,5,11,2.2586473524711885
2025-09-20,organic,4606.5,788446,8257,16.0,104962.56999999999,37657.42,0,5,11,22.785752740692498
2025-09-20,paid_social,131130.03,694710,11892,8.0,38505.4,12203.669999999998,0,5,11,0.29364288256473364
2025-09-20,referral,29769.59,126782,2309,3.0,28295.870000000003,12310.450000000003,0,5,11,0.9504957911748197
2025-09-20,search,177280.8,801332,17813,20.0,154891.88,65521.770000000004,0,5,11,0.873709279290256
2025-09-21,email,20108.9,311786,3521,13.0,78945.58,30897.34,0,6,11,3.925902461099314
2025-09-21,organic,5220.99,759863,7274,11.0,76036.42,32072.68,0,6,11,14.563601922240801
2025-09-21,paid_social,134649.06,707932,13591,13.0,76898.23000000001,27000.039999999997,0,6,11,0.571101127627627
2025-09-21,referral,29915.09,120114,1971,7.0,43511.46,16735.09,0,6,11,1.4544987161997507
2025-09-21,search,170444.53999999998,726900,18963,26.0,172406.03999999998,70745.09,0,6,11,1.0115081421792684
2025-09-22,email,13990.38,305416,3688,16.0,102499.20999999999,40058.57,0,0,11,7.326406430704527
2025-09-22,organic,3841.65,717590,7735,8.0,47952.75,18320.37,0,0,11,12.482331810550154
2025-09-22,paid_social,126283.9,651536,11239,12.0,61170.75,23242.93,0,0,11,0.48439072597536187
2025-09-22,referral,33203.78,105566,1947,1.0,22670.09,12077.67,0,0,11,0.6827563006380599
2025-09-22,search,146168.63,638505,17387,34.0,221574.97999999998,98337.33,0,0,11,1.515886000983932
2025-09-23,email,14841.34,330698,3862,14.0,79172.36,30819.46,0,1,11,5.334582995875036
2025-09-23,organic,3999.95,601409,5730,3.0,27926.0,10864.130000000001,0,1,11,6.981587269840873
2025-09-23,paid_social,123129.92,659415,11956,10.0,65274.950000000004,23382.449999999997,0,1,11,0.53013069447296
2025-09-23,referral,31303.65,127139,2131,10.0,68368.93,27730.239999999998,0,1,11,2.1840561723632863
2025-09-23,search,140016.63,615786,16277,33.0,236393.23,98776.12,0,1,11,1.6883225228317522
2025-09-24,email,16876.07,289010,3243,10.0,61619.72,26627.66,0,2,11,3.6513074430243537
2025-09-24,organic,4401.64,661455,7882,11.0,80556.57,29424.66,0,2,11,18.301489899219384
2025-09-24,paid_social,125345.81,629722,12049,18.0,104911.35,37578.39,0,2,11,0.8369753245042655
2025-09-24,referral,29810.74,125419,2598,8.0,55702.83,20399.39,0,2,11,1.8685490531264906
2025-09-24,search,123426.23,551543,14920,29.0,205014.32,87938.84,0,2,11,1.6610271576795306
2025-09-25,email,19619.28,379685,3854,18.0,132245.22,55466.11,0,3,11,6.740574577660342
2025-09-25,organic,4181.51,613790,6850,6.0,32990.92,12724.210000000003,0,3,11,7.889714481132413
2025-09-25,paid_social,144208.08000000002,791022,15056,17.0,135225.49,49247.53,0,3,11,0.9377109105120877
2025-09-25,referral,27968.81,127994,2821,5.0,43444.27,16204.989999999998,0,3,11,1.553311349320904
2025-09-25,search,139853.86000000002,635017,17094,16.0,139529.2,58989.630000000005,0,3,11,0.9976785767657753
2025-09-26,email,14720.32,308006,2851,7.0,56446.77,25428.96,0,4,12,3.834615687702441
2025-09-26,organic,4795.4400000000005,666656,5666,9.0,46994.15,17089.43,0,4,12,9.799757686468812
2025-09-26,paid_social,142604.7,757284,12904,15.0,101395.54,35408.36,0,4,12,0.7110252326886841
2025-09-26,referral,27372.01,99223,1955,7.0,65074.12,24982.120000000003,0,4,12,2.3773964717972853
2025-09-26,search,164276.28,732096,18918,41.0,261990.33,106565.78,0,4,12,1.5948153318300122
2025-09-27,email,17883.24,330787,3810,17.0,106763.14,41921.34,0,5,12,5.970011027084577
2025-09-27,organic,4384.01,541584,4097,10.0,45814.869999999995,17342.300000000003,0,5,12,10.450448333831353
2025-09-27,paid_social,141402.71,739126,13309,13.0,70224.65,23986.21,0,5,12,0.49662874212241054
2025-09-27,referral,27749.54,132101,2548,10.0,86003.16,33392.91,0,5,12,3.0992643481657716
2025-09-27,search,178596.03,824540,24743,33.0,228967.83,97090.12000000001,0,5,12,1.282043223469189
2025-09-28,email,18442.83,328918,3610,16.0,112294.15,46651.97,0,6,12,6.088769998964366
2025-09-28,organic,3829.17,800197,8316,14.0,103574.20999999999,36959.75,0,6,12,27.048736410240338
2025-09-28,paid_social,140960.43,765535,14834,16.0,103183.31,36460.35,0,6,12,0.7320019526047132
2025-09-28,referral,28661.63,107042,1675,2.0,8140.9400000000005,3650.9900000000002,0,6,12,0.2840361835666709
2025-09-28,search,179588.66,779288,18858,31.0,223494.34,99164.32,0,6,12,1.2444791335934018
2025-09-29,email,17429.760000000002,348021,3706,6.0,39120.15,15985.14,0,0,12,2.2444457066534476
2025-09-29,organic,4507.01,625070,6152,10.0,63347.65,24759.530000000002,0,0,12,14.055360427423059
2025-09-29,paid_social,120897.16,649726,12988,19.0,124800.52,45984.15,0,0,12,1.0322866145077354
2025-09-29,referral,28935.64,115774,2491,0.0,0.0,0.0,0,0,12,0.0
2025-09-29,search,172110.28,752967,20422,26.0,142910.08,62136.4,0,0,12,0.8303401749157574
2025-09-30,email,15361.57,229765,2925,10.0,43872.75,18134.93,0,1,12,2.85600690554416
2025-09-30,organic,4122.41,566491,5973,8.0,45526.64,17779.73,0,1,12,11.043695314148763
2025-09-30,paid_social,124166.78,655960,10417,8.0,34007.72,12109.69,0,1,12,0.2738874278611397
2025-09-30,referral,26698.64,118472,1745,2.0,19681.8,6667.450000000001,0,1,12,0.7371836168434047
2025-09-30,search,119408.3,521604,15391,48.0,292009.16000000003,118120.76,0,1,12,2.4454678611118323
2025-10-01,email,16619.75,392267,5947,20.0,136782.82,54892.28999999999,0,2,12,8.230137035755652
2025-10-01,organic,3363.33,665254,7060,6.0,40286.740000000005,16034.76,0,2,12,11.978229909048475
2025-10-01,paid_social,128373.17,686174,11505,19.0,100289.34,34791.78,0,2,12,0.7812328697655436
2025-10-01,referral,26215.8,142964,2751,9.0,80167.70999999999,31706.089999999997,0,2,12,3.0579921268853134
2025-10-01,search,157823.61,647910,14914,26.0,154847.63,67140.09,0,2,12,0.9811436324387715
2025-10-02,email,19104.09,302735,3748,8.0,46040.4,20130.78,0,3,12,2.4099760836553847
2025-10-02,organic,4065.12,693022,4665,4.0,34275.14,12998.86,0,3,12,8.431519856732397
2025-10-02,paid_social,129355.84,635801,11782,12.0,87296.48000000001,31646.26,0,3,12,0.6748553447606231
2025-10-02,referral,31909.15,127329,2780,5.0,41461.75,17090.0,0,3,12,1.299368676382793
2025-10-02,search,156252.36,693570,19746,32.0,202271.17,81855.84,0,3,12,1.2945159356313085
2025-10-03,email,20179.77,286228,4613,20.0,125645.03,50137.509999999995,0,4,13,6.226286523582776
2025-10-03,organic,4012.85,656165,5415,13.0,99536.37,36269.06,0,4,13,24.804408338213488
2025-10-03,paid_social,148133.8,752835,13974,18.0,70408.56,26565.43,0,4,13,0.475303813174306
2025-10-03,referral,32483.23,149984,2615,10.0,68454.26999999999,26224.6,0,4,13,2.107372635048916
2025-10-03,search,153731.31,673911,19488,33.0,223949.03999999998,93613.03,0,4,13,1.4567562066569262
2025-10-04,email,17452.35,292720,4277,18.0,107882.8,44530.3,0,5,13,6.181562941380387
2025-10-04,organic,4700.9400000000005,699783,4288,11.0,64139.47,25904.199999999997,0,5,13,13.643966951290592
2025-10-04,paid_social,127609.16,662401,10824,14.0,80328.51000000001,28412.350000000002,0,5,13,0.6294885884367549
2025-10-04,referral,33781.15,119299,2250,6.0,51530.479999999996,19601.079999999998,0,5,13,1.5254211298312814
2025-10-04,search,171700.47,744550,22143,34.0,253313.88,111173.5,0,5,13,1.4753243249712713
2025-10-05,email,19014.1,320261,3644,14.0,105953.48,43370.659999999996,0,6,13,5.572363666962938
2025-10-05,organic,4727.74,769280,8944,10.0,61651.85,22801.46,0,6,13,13.040448501821166
2025-10-05,paid_social,139819.8,712333,13380,19.0,123352.19,43969.79,0,6,13,0.8822226179697011
2025-10-05,referral,32778.65,131464,3108,8.0,55405.57000000001,20196.65,0,6,13,1.6902944447071495
2025-10-05,search,174554.30000000002,760097,24182,31.0,217228.53,90248.97,0,6,13,1.2444753867421197
2025-10-06,email,18139.670000000002,252426,3583,13.0,74203.8,29575.15,0,0,13,4.090691837282597
2025-10-06,organic,4645.2,717460,6256,9.0,62812.42,22861.949999999997,0,0,13,13.522005511065185
2025-10-06,paid_social,126641.78,637140,11394,11.0,72663.83,26136.119999999995,0,0,13,0.5737745473887054
2025-10-06,referral,31657.95,108833,2246,4.0,31463.489999999998,11131.3,0,0,13,0.9938574670817282
2025-10-06,search,148917.74,635818,17874,37.0,241819.6,97091.98,0,0,13,1.62384682980013
2025-10-07,email,19900.28,334579,2987,20.0,153922.34,65434.26,1,1,13,7.7346821250756275
2025-10-07,organic,5312.37,642678,6292,9.0,68349.25,25615.58,1,1,13,12.866056016429578
2025-10-07,paid_social,163377.46,870189,15747,25.0,205172.84,77910.93000000001,1,1,13,1.2558209682045491
2025-10-07,referral,35526.35,135302,2631,12.0,106089.25,43619.25,1,1,13,2.986213050313359
2025-10-07,search,192374.93,809791,24405,33.0,188365.93,78374.45,1,1,13,0.9791604862442315
2025-10-08,email,15345.99,268838,3676,12.0,76057.65,28195.91,0,2,13,4.956190509703186
2025-10-08,organic,3811.49,615429,7095,5.0,34526.240000000005,14043.26,0,2,13,9.05846270093848
2025-10-08,paid_social,115664.07,674625,11483,16.0,119068.06,39417.12,0,2,13,1.0294299690474318
2025-10-08,referral,26883.18,104310,2046,7.0,50848.82,21270.850000000002,0,2,13,1.8914734045600259
2025-10-08,search,149139.55,664194,18054,23.0,170898.11000000002,69095.56,0,2,13,1.1458939630701583
2025-10-09,email,16520.14,350312,4676,13.0,89943.02,41284.51,0,3,13,5.444446596699544
2025-10-09,organic,4174.68,612722,6031,9.0,61937.5,27043.67,0,3,13,14.836466507612558
2025-10-09,paid_social,127146.39,664180,11000,16.0,113396.18,38801.95,0,3,13,0.8918552858637984
2025-10-09,referral,31066.71,94895,1632,3.0,25429.010000000002,9649.08,0,3,13,0.8185292230815558
2025-10-09,search,155146.68,663270,16566,37.0,309773.26,127607.46999999999,0,3,13,1.996647688497105
2025-10-10,email,17550.809999999998,318552,3577,14.0,95288.86,40131.71,0,4,14,5.429314088637505
2025-10-10,organic,5069.08,635460,4924,8.0,47663.08,17026.560000000005,0,4,14,9.402708183733537
2025-10-10,paid_social,123495.07,635501,11219,9.0,68458.69,28212.259999999995,0,4,14,0.5543435053723197
2025-10-10,referral,34298.68,120263,2438,12.0,63526.28,24778.24,0,4,14,1.8521494121639666
2025-10-10,search,162132.04,719686,19395,28.0,187447.8,79426.20999999999,0,4,14,1.1561428573895696
2025-10-11,email,22047.32,230169,2496,4.0,30977.57,11776.79,0,5,14,1.4050492304733637
2025-10-11,organic,4867.54,670693,6355,9.0,62889.69,23123.82,0,5,14,12.92022048098218
2025-10-11,paid_social,150033.72,793613,16124,13.0,83305.89,28424.550000000003,0,5,14,0.5552477802989888
2025-10-11,referral,34502.49,122290,2573,2.0,16348.1,8039.62,0,5,14,0.4738237732986808
2025-10-11,search,193418.97,828360,21743,26.0,182651.89,79318.35,0,5,14,0.9443328645582179
2025-10-12,email,20970.96,379991,4380,14.0,71791.41,27757.690000000002,0,6,14,3.423372606690395
2025-10-12,organic,4974.9400000000005,720202,6961,9.0,87671.47,31803.469999999998,0,6,14,17.62261856424399
2025-10-12,paid_social,148141.35,797675,15657,15.0,119254.07,38818.27,0,6,14,0.8050019120252381
2025-10-12,referral,33100.6,126640,2561,6.0,37586.380000000005,14715.09,0,6,14,1.1355195978320636
2025-10-12,search,167597.13,727468,20960,26.0,182065.81,73712.59,0,6,14,1.0863301179441438
2025-10-13,email,17241.45,332476,3776,10.0,56094.68,23812.37,0,0,14,3.253478100739787
2025-10-13,organic,4665.11,595605,5061,8.0,54538.56,20347.319999999996,0,0,14,11.690733980549226
2025-10-13,paid_social,124390.95000000001,663833,10985,12.0,86963.27,34595.38,0,0,14,0.6991125158220916
2025-10-13,referral,28407.96,123034,2687,4.0,44349.93,16882.28,0,0,14,1.5611796834408385
2025-10-13,search,150094.51,629056,17699,37.0,248331.47,107005.34,0,0,14,1.6545006876000994
2025-10-14,email,18704.64,355437,4083,11.0,58135.07,22431.79,0,1,14,3.108056075925546
2025-10-14,organic,4403.49,604155,4493,10.0,65079.99,25750.43,0,1,14,14.779184237956711
2025-10-14,paid_social,114608.28,602816,8194,10.0,54632.31,17975.379999999997,0,1,14,0.4766872864683075
2025-10-14,referral,27232.16,100310,1883,12.0,77174.22,29137.58,0,1,14,2.833936786505367
2025-10-14,search,152085.43,648068,19645,33.0,242258.24,102125.28,0,1,14,1.5929089328280823
2025-10-15,email,16912.59,293849,2819,8.0,51461.95,20262.47,0,2,14,3.042818988694221
2025-10-15,organic,4485.52,652225,6806,8.0,61238.93,22509.57,0,2,14,13.65258208635788
2025-10-15,paid_social,122865.6,637155,11651,21.0,118320.88,43503.97,0,2,14,0.9630106392676225
2025-10-15,referral,28699.7,120232,2080,11.0,63074.03,25127.11,0,2,14,2.197724366456792
2025-10-15,search,138892.17,705233,18505,28.0,173876.07,70642.0,0,2,14,1.2518781296310655
2025-10-16,email,17737.69,349011,4812,15.0,101369.03,40769.020000000004,0,3,14,5.714894667794962
2025-10-16,organic,3958.36,616736,6477,13.0,68226.19,25130.89,0,3,14,17.235973989227862
2025-10-16,paid_social,139043.93,721724,14375,13.0,78519.56,31000.03,0,3,14,0.5647104479857553
2025-10-16,referral,30475.96,104726,2123,4.0,35478.649999999994,12942.91,0,3,14,1.164152007024553
2025-10-16,search,142323.24,614292,18169,26.0,197687.09,85339.33,0,3,14,1.3890007703590785
2025-10-17,email,17644.23,349639,4911,18.0,161971.84,68111.05,0,4,15,9.179875800757529
2025-10-17,organic,4561.99,731380,8944,8.0,42038.119999999995,15005.289999999997,0,4,15,9.214864565682959
2025-10-17,paid_social,138298.15,744567,14515,14.0,77978.02,28272.15,0,4,15,0.5638399356752061
2025-10-17,referral,33620.66,149671,2924,5.0,37905.06,15491.37,0,4,15,1.1274335483003604
2025-10-17,search,180026.28,765992,19270,27.0,172527.11,73283.42,0,4,15,0.9583440262166167
2025-10-18,email,20681.52,299096,3995,10.0,97582.91,38915.4,0,5,15,4.718362576831877
2025-10-18,organic,4370.42,670920,6206,16.0,95253.68,37932.54,0,5,15,21.795086055802415
2025-10-18,paid_social,146720.0,758668,13679,22.0,142352.11000000002,50383.62,0,5,15,0.9702297573609597
2025-10-18,referral,33299.240000000005,105225,2148,7.0,57494.22,23108.4,0,5,15,1.7265925588692113
2025-10-18,search,148465.74,688160,17592,31.0,240992.87,97945.15,0,5,15,1.6232220982430021
2025-10-19,email,19655.68,352920,5085,18.0,125038.01999999999,45319.76,0,6,15,6.361419192823651
2025-10-19,organic,4494.61,650456,6166,9.0,66025.03,26370.940000000002,0,6,15,14.689824033675892
2025-10-19,paid_social,149135.53,799191,14678,16.0,92423.25,34695.4,0,6,15,0.6197265668348784
2025-10-19,referral,34003.17,97325,1455,0.0,0.0,0.0,0,6,15,0.0
2025-10-19,search,183186.47,788624,26006,28.0,192420.46000000002,81645.71,0,6,15,1.050407598334091
2025-10-20,email,18816.309999999998,286094,3532,13.0,77898.25,31407.369999999995,0,0,15,4.139932324669396
